"","Language","GB257","GB260","GB262","GB263","GB264","GB285","GB286","GB291","GB297","Marking","Particles","Position","Latitude","Longitude"
"481","dier1241","1","0","0","0","0","?","0","?","?","IntonationOnly","No particle","No particle",-28.1667,138
"482","diga1241","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",28.4993,96.8803
"483","digo1243","1","0","1","1","0","0","0","0","0","MultipleStrategies","Particle","Multiple",-4.62101,39.1752
"484","dima1251","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",25.4198,93.1806
"485","diri1252","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-18.1681,20.6678
"486","djam1255","1","?","0","0","0","0","0","0","?","IntonationOnly","No particle","No particle",-15.0558,130.06
"487","djap1238","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-12.879764,136.417978
"488","djee1236","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-12.0133,134.097
"489","djeo1235","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-12.038,-64.6694
"490","djin1251","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-17.165,133.659
"491","djin1253","0","0","?","?","?","?","0","?","?","UnknownQuestionMarking","No particle","No particle",-12.462,134.82
"492","dobe1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-6.32531,134.638
"493","dobu1241","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",-9.63239,150.825
"494","doma1260","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",36.3258,74.7984
"495","domm1246","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-6.03737,144.895
"496","dong1285","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",35.5808,103.558
"497","doro1266","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-9.56687,147.986
"498","drun1238","0","0","0","1","0","0","?","0","0","ParticleOnly","Particle","Final",28.00792,98.49449
"499","dual1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",4.10208,9.61877
"500","dumb1241","?","0","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",-22.0947,166.531
"501","dumi1241","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",27.45849,86.75699
"502","dupa1235","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",17.3748,122.188
"503","dura1244","0","0","0","0","0","0","1","0","1","MultipleStrategies","No particle","No particle",28.173,84.435
"504","duru1236","0","?","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",19.0534,82.4881
"505","dusn1237","1","0","1","1","0","0","0","0","0","MultipleStrategies","Particle","Multiple",-2.73859,134.391
"506","dutc1256","0","1","0","0","0","0","0","0","0","WordOrderOnly","No particle","No particle",52,5
"507","duun1241","1","0","0","0","0","?","0","?","?","IntonationOnly","No particle","No particle",-25.3987,152.345
"508","dyan1250","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",-30.8469,152.602
"509","dyir1250","0","0","0","0","0","?","0","?","?","UnknownQuestionMarking","No particle","No particle",-17.4516,145.544
"510","dyul1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",10.4536,-4.72007
"511","dzao1238","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",24.9754,112.326
"512","dzon1239","?","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",27.410786,89.581604
"513","east1236","?","?","?","?","?","?","0","?","?","UnknownQuestionMarking","No particle","No particle",15.8553,107.644
"514","east2330","0","0","1","1","0","0","0","0","1","MultipleStrategies","Particle","Multiple",19.0136,98.7613
"515","east2332","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",17.1311,105.671
"516","east2333","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",12.3939,108.354
"517","east2342","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",19.8939,98.3359
"518","east2343","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",27.9212,85.6289
"519","east2379","0","0","?","?","?","?","0","?","?","UnknownQuestionMarking","No particle","No particle",-23.3583,135.046
"520","east2443","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-15.3523,167.89
"521","east2447","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-14.278717,-178.137222
"522","east2485","1","?","?","?","?","?","?","?","?","IntonationOnly","No particle","No particle",4.5915,114.584
"523","east2516","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-6.32989,143.931
"524","east2545","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",38.5647,-122.586
"525","east2555","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",-20.42,-63.37
"526","east2556","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",20.5991,-98.0978
"527","east2690","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",29.6742,33.6113
"528","east2694","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",8.2475,123.5234
"529","east2773","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",27.576985,86.033964
"530","east2782","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-5.25,15.5
"531","east2851","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",31.1026,101.72
"532","egaa1242","?","?","?","0","0","0","0","1","0","ToneOnly","No particle","No particle",5.56081,-5.41732
"533","egyp1253","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",31,31
"534","eipo1242","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-4.33691,140.045
"535","ekar1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-3.88974,136.018
"536","elem1253","1","0","0","1","0","0","0","?","0","MultipleStrategies","Particle","Final",4.72964,7.267
"537","elip1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",4.45694,11.193
"538","elmo1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",2.79312,36.7619
"539","elna1235","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",22.4099,-104.467
"540","emae1237","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-17.052,168.399
"541","emai1242","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",7.09089,5.84494
"542","embe1260","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",7.52721,-76.7476
"543","embe1262","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",4.8791,-76.0749
"544","enap1235","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",6.95035,-65.8483
"545","enuu1235","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",22.95,101.85
"546","epen1239","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",4.25877,-77.3566
"547","ersu1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",29.2867,102.213
"548","erzy1239","1","0","1","0","0","0","0","1","0","MultipleStrategies","Particle","Initial",52.8548,45.3901
"549","esan1238","?","0","0","0","1","0","0","?","?","ParticleOnly","Particle","Other",6.25685,6.33917
"550","esee1247","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",-9.09451,148.376
"551","esee1248","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",-11.7268,-67.515
"552","esim1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",6.50094,9.86936
"553","esse1238","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",36.5473,-121.867
"554","esto1258","1","0","1","1","0","0","0","0","0","MultipleStrategies","Particle","Multiple",58.55,25.82
"555","eton1253","0","0","1","0","0","0","1","?","?","MultipleStrategies","Particle","Initial",4.21045,11.3935
"556","etru1241","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",41.9,12.4833
"557","eude1234","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",28.5,-110
"558","even1259","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",61.972,94.689
"559","even1260","0","0","0","1","1","0","?","0","0","ParticleOnly","Particle","Multiple",70.6687,130.914
"560","ewee1241","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",6.46061,0.814975
"561","eyak1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",60.4232,-144.762
"562","fait1240","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-5.59947,145.298
"563","fala1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",23.7892833333,92.3254633333
"564","fare1241","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",11.0918,-0.81109
"565","faro1244","0","1","0","0","0","0","0","0","0","WordOrderOnly","No particle","No particle",62.0732,-6.88497
"566","fass1245","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-3.10868,141.64
"567","fasu1242","?","?","0","1","0","?","?","0","?","ParticleOnly","Particle","Final",-6.62687,143.284
"568","fefe1239","0","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",5.18158,10.1442
"569","fiji1243","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-18,178.33
"570","fili1244","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",12.265,123.464
"571","filo1235","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",20.1415,-97.5931
"572","fina1242","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",17.0319,121.11
"573","finn1310","1","0","0","1","0","?","?","?","?","MultipleStrategies","Particle","Final",60.661,25.0677
"574","finn1318","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",64.7628,25.5577
"575","fipa1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-7.88963,31.3442
"576","foii1241","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-6.47258,143.495
"577","fonn1241","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",7.15484,1.66495
"578","fore1265","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",69.9829,88.2121
"579","fran1266","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",17.3654,-93.3633
"580","fuln1247","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",-9.02591,-37.1402
"581","furr1244","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",12.0455,23.6401
"582","futu1245","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",-19.5303,170.215
"583","fuyu1242","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-8.6371,147.312
"584","gaaa1244","0","0","1","?","0","0","0","0","0","ParticleOnly","Particle","Initial",5.65488,-0.18598
"585","gaaa1245","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",8.4809,11.9603
"586","gaan1243","?","?","0","1","0","?","?","?","?","ParticleOnly","Particle","Final",10.2955,12.6479
"587","gada1258","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",17.2238,121.455
"588","gade1242","0","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",8.71139,7.49869
"589","gaga1249","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",44.5988,28.0277
"590","gaga1251","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-12.5176,132.643
"591","gahr1239","0","0","0","1","0","0","1","0","1","MultipleStrategies","Particle","Final",32.2168,77.9596
"592","gala1264","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.1258,10.2542
"593","gale1259","1","0","0","1","0","0","0","0","?","MultipleStrategies","Particle","Final",2.31461,128.44
"594","gali1258","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",42.2446,-7.5343
"595","gali1262","?","0","0","0","0","0","1","0","?","MorphOnly","No particle","No particle",5.83772,-56.8323
"596","galo1242","0","0","0","1","1","0","0","0","0","ParticleOnly","Particle","Multiple",27.9805586,94.6884956
"597","gamb1251","1","0","?","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-14.29546,126.27131
"598","gamo1243","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",6.27645,37.23808
"599","gana1278","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-38.58,146.5
"600","gand1255","0","0","0","0","0","0","0","1","0","ToneOnly","No particle","No particle",0.66884,32.15153
"601","gang1266","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",24.5113,94.1681
"602","gant1244","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-5.28113,144.771
"603","gapa1238","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-9.73317,149.854
"604","garo1247","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",25.2954,90.462
"605","gata1239","?","0","0","1","0","1","1","0","0","MultipleStrategies","Particle","Final",18.6076,82.984
"606","gayo1244","?","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",4.3733,97.3456
"607","gbay1278","0","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",5.57378,21.9707
"608","gbay1288","?","0","1","1","0","0","0","?","0","ParticleOnly","Particle","Multiple",8.43391,25
"609","geba1237","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",19.4991,96.9492
"610","gebe1237","1","?","?","1","?","?","?","?","?","MultipleStrategies","Particle","Final",-0.07877,129.424
"611","geda1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-5.18175,145.781
"612","gela1263","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-9.04587,160.186
"613","geme1244","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",8.48359,20.6611
"614","geru1240","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.4775,9.78484
"615","gese1240","?","0","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",-3.8016,130.701
"616","ghad1239","1","0","0","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",30.1168,10.0165
"617","ghan1242","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",-8.02035,156.552
"618","ghar1239","1","?","?","?","?","?","?","0","?","IntonationOnly","No particle","No particle",-9.4791,159.917
"619","gheg1238","1","1","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",42.317,21.3837
"620","ghod1238","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",42.7428,46.2252
"621","ghom1257","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",34.7979,-4.6696
"622","gida1247","0","0","0","1","0","0","0","?","?","ParticleOnly","Particle","Final",9.874715,14.07845
"623","giiw1236","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.35754,10.46037
"624","gilb1244","?","?","?","?","?","?","?","0","0","UnknownQuestionMarking","No particle","No particle",0.179,173.64
"625","gily1242","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",52.59,140.681
"626","gira1247","0","0","0","1","1","0","0","0","0","ParticleOnly","Particle","Multiple",-5.35342,145.423
"627","giry1241","?","?","?","?","?","0","0","?","?","UnknownQuestionMarking","No particle","No particle",-3.30638,39.6648
"628","glav1244","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",11.1334,13.8652
"629","gobu1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",5.01201,20.0194
"630","goem1240","0","0","0","1","0","?","0","?","?","ParticleOnly","Particle","Final",8.74455,9.72453
"631","gofa1235","?","0","0","?","0","?","?","0","0","UnknownQuestionMarking","No particle","No particle",6.57645,37.05
"632","gogo1265","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-8.08527,142.874
"633","gola1255","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",7.06193,-10.8138
"634","golo1234","1","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",7.75,26.85
"635","gras1239","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",55.8307,48.405
"636","gros1243","?","0","0","0","0","0","1","0","?","MorphOnly","No particle","No particle",48.4834,-108.738
"637","guah1255","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",5.81736,-68.9839
"638","guam1248","?","?","?","?","?","?","1","0","?","MorphOnly","No particle","No particle",2.55849,-76.582
"639","guan1266","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",31.5655,101.928
"640","guan1269","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",1.07554,-69.5705
"641","guan1270","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-19.1667,-54.0333
"642","guat1253","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-17.8696,-57.2897
"643","gube1234","?","?","1","0","0","?","?","?","0","ParticleOnly","Particle","Initial",12.56,-17.19
"644","gude1246","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.2138,13.403
"645","guer1241","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",17.8583,-99.0023
"646","guer1243","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",16.77226,-98.18953
"647","gugu1253","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-18.4921,144.46
"648","gugu1255","1","0","0","0","0","?","0","?","?","IntonationOnly","No particle","No particle",-14.9424,144.831
"649","guhu1244","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-7.99922,147.228
"650","guiq1238","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",30.4803,102.128
"651","gulf1241","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",30.17,47.5
"652","guma1254","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-9.28497,150.762
"653","gumu1244","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",11.05,35.93
"654","gung1248","1","0","0","0","0","?","0","?","?","IntonationOnly","No particle","No particle",-25.6896,148.604
"655","gunw1252","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-12.3398,133.358
"656","guny1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-27.0642,145.862
"657","gura1251","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",36.8377,44.4956
"658","gure1255","1","0","?","?","?","0","0","0","0","IntonationOnly","No particle","No particle",-25.3893,151.175
"659","guri1248","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-3.5718,141.597
"660","guro1248","0","0","0","1","0","0","0","?","?","ParticleOnly","Particle","Final",7.34954,-6.31154
"661","guru1261","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",27.41687,86.28988
"662","guru1271","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",9.87332,10.162
"663","gusi1247","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-0.78872,34.76751
"664","guwi1238","1","0","1","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-15.1,126.5
"665","gwen1239","?","0","0","0","0","0","0","?","0","UnknownQuestionMarking","No particle","No particle",-3.68407,37.6827
"666","gyel1242","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",2.47457,10.2493
"667","haaa1252","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-3.77873,30.4894
"668","hadi1240","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",7.57377,37.7577
"669","hadz1240","1","0","0","0","1","0","0","1","0","MultipleStrategies","Particle","Other",-3.83115,35.0458
"670","hait1244","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",18.795135,-72.136115
"671","haka1240","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",22.8735,92.8208
"672","hakk1236","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",25,116
"673","hala1252","?","0","0","1","0","0","0","?","0","ParticleOnly","Particle","Final",14.7862,107.457
"674","halh1238","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",48.324,106.289
"675","hali1244","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-5.26603,154.662
"676","halk1245","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",49.250402,-122.443668
"677","hame1242","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",5.06515,36.5176
"678","hang1263","?","0","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",-3.90364,142.849
"679","hani1248","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",22.67753,102.851673333
"680","hano1246","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-15.5432,168.167
"681","haro1237","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",13.2201,108.995
"682","haru1245","0","0","0","0","0","0","1","0","1","MultipleStrategies","No particle","No particle",-5.09522,144.3375
"683","hass1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",18.29,-14.11
"684","haus1257","1","?","1","1","?","?","?","?","?","MultipleStrategies","Particle","Multiple",11.1513,8.7804
"685","hava1248","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",35.6302,-113.385
"686","hawa1245","1","0","0","0","0","0","0","0","?","IntonationOnly","No particle","No particle",19.6297,-155.43
"687","hdii1240","?","0","0","1","0","0","0","?","?","ParticleOnly","Particle","Final",10.942,13.6881
"688","hebr1245","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",31.1056,35.0179
"689","hehe1240","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-7.71572,35.7255
"690","heil1246","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",51.7045,-127.221
"691","here1253","0","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",-21.0231,20.5655
"692","hert1241","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",37.373,42.5192
"693","hida1246","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",47.7534,-102.528
"694","hier1240","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",40.019722,34.615278
"695","high1243","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",20.3798,-97.6159
"696","high1276","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",18.198,-94.9109
"697","high1278","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",20.1554,-97.5556
"698","hind1269","1","0","1","0","0","0","0","0","1","MultipleStrategies","Particle","Initial",25,77
"699","hixk1239","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-0.16265,-58.80153
"700","hoaa1235","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-23.93447,24.69828
"701","hoav1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-8.19679,157.595
"702","holo1240","0","0","1","0","0","0","0","1","0","MultipleStrategies","Particle","Initial",-5.37545,28.3274
"703","homa1239","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",4.97912,28.0039
"704","hone1235","0","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",9.79715,10.9206
"705","honi1244","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",23.2074,101.886
"706","hooo1248","?","0","?","?","1","?","?","0","0","ParticleOnly","Particle","Other",23.9596,87.1188
"707","hote1245","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-7.07708,146.869
"708","hozo1236","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",9.38875,34.60448
"709","hrus1242","?","?","?","?","?","?","?","?","0","UnknownQuestionMarking","No particle","No particle",27.27,92.63
"710","huaa1248","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",-24.20022,20.79583
"711","hual1240","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",26.91,98.94
"712","hual1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-9.57135,-75.594
"713","huam1247","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-3.99109,-77.9797
"714","huar1255","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",27.8685,-108.437
"715","huas1242","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",21.6153,-98.5028
"716","huba1236","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.3544,13.139
"717","huic1243","0","0","1","0","0","0","1","0","0","MultipleStrategies","Particle","Initial",21.954,-104.062
"718","huih1238","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",61.972,94.689
"719","hula1239","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-9.99427,147.705
"720","hula1244","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",31.9111,43.4865
"721","huli1244","?","?","?","1","?","?","?","?","?","ParticleOnly","Particle","Final",-5.97212,142.963
"722","humb1243","?","0","1","1","0","0","0","?","0","ParticleOnly","Particle","Multiple",15.2948,-1.69301
"723","hung1274","1","1","0","0","1","0","0","0","1","MultipleStrategies","Particle","Other",46.9068585714,19.6555271429
"724","hung1275","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",18.7849,104.772
"725","hunz1247","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",42.0808,46.1369
"726","hupd1244","0","1","0","0","0","0","0","0","0","WordOrderOnly","No particle","No particle",0.58622,-69.8359
"727","hurr1240","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",40.7339,43.3154
"728","huuu1240","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",22.0163,100.881
"729","hyam1245","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",9.57832,7.95163
"730","iaai1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-20.6301,166.59
"731","iama1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-9.45005,150.573
"732","iatm1242","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-4.30064,143.316
"733","ibal1244","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",16.4263,120.695
"734","iban1264","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",2.09041,112.934
"735","iban1267","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",17.4201,121.891
"736","ibat1238","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",18.9398,121.909
"737","ibib1240","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",5.15279,7.86688
"738","icar1234","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",41.977226,47.565486
"739","icel1247","0","1","0","0","0","0","0","0","0","WordOrderOnly","No particle","No particle",63.4837,-19.0212
"740","idii1243","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",-8.75976,142.301
"741","idom1241","0","0","0","0","0","0","0","1","0","ToneOnly","No particle","No particle",7.19139,7.71261
"742","idum1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",29.4473,95.6472
"743","idun1242","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-9.34361,150.24
