"","Language","GB257","GB260","GB262","GB263","GB264","GB285","GB286","GB291","GB297","Marking","Particles","Position","Latitude","Longitude"
"1184","mari1424","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-13.8818,130.237
"1185","mari1426","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-14.970047,168.057941
"1186","mari1428","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-5.349,145.59
"1187","mari1440","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",33.5123,-111.749
"1188","maro1244","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-8.37943,157.747
"1189","mars1254","1","0","1","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",8.72,167.73
"1190","mart1255","0","1","0","0","0","0","0","1","0","MultipleStrategies","No particle","No particle",-20.9294,116.607
"1191","maru1249","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",24.942535,99.8338
"1192","maru1252","0","0","0","0","0","?","1","?","?","MorphOnly","No particle","No particle",-6.60703,-72.4027
"1193","masa1322","1","0","0","1","0","1","0","0","0","MultipleStrategies","Particle","Final",10.0606,15.4748
"1194","masb1238","1","0","0","0","0","?","?","0","0","IntonationOnly","No particle","No particle",12.21453,123.63579
"1195","mask1242","1","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",-16.5073,167.818
"1196","matb1237","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",-1.8801,130.075
"1197","mati1250","1","0","?","?","?","0","0","0","0","IntonationOnly","No particle","No particle",7.72124,125.16
"1198","mato1252","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-5.91639,146.859
"1199","mats1244","1","0","1","0","0","0","1","0","0","MultipleStrategies","Particle","Initial",-5.73914,-72.6281
"1200","matu1259","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-8.53734,39.0409
"1201","matu1261","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-4.9078,145.779
"1202","maun1240","1","1","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-11.66,133.376
"1203","maxa1247","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",-16.9402,-40.7891
"1204","maya1285","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",14.1259,-84.3439
"1205","mayk1239","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-20.4352,140.481
"1206","mayo1261","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",2.79827,27.8282
"1207","mayo1264","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",26.4522,-108.981
"1208","maza1304","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.175,13.6873
"1209","mbaa1245","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",1.06885,25.143
"1210","mbal1255","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-17.578884,16.027517
"1211","mban1263","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",3.98003,19.4455
"1212","mbar1260","?","0","0","1","0","0","0","?","0","ParticleOnly","Particle","Final",10.91,15.54
"1213","mbay1241","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",8.23066,15.7328
"1214","mboc1235","?","0","0","0","0","0","0","?","0","UnknownQuestionMarking","No particle","No particle",5.13981,9.92766
"1215","mbol1247","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-0.57181,24.0443
"1216","mbug1242","1","0","0","0","0","0","0","0","?","IntonationOnly","No particle","No particle",-3.75763,35.8133
"1217","mbul1263","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-5.66965,148.041
"1218","mbya1239","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",-26.0188,-52.711
"1219","meen1242","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",6.63207,35.6255
"1220","mehe1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-3.70927,142.498
"1221","meke1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-8.23853,146.586
"1222","mele1247","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",12.70645,79.95209
"1223","mele1250","0","0","?","1","?","0","0","0","?","ParticleOnly","Particle","Final",-17.6841,168.275
"1224","melo1242","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",6.53916,36.811
"1225","melp1238","1","0","0","1","0","0","0","0","?","MultipleStrategies","Particle","Final",-5.62644,144.34
"1226","mere1242","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-15.2839,166.905
"1227","meru1245","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",0.26484,37.7396
"1228","mesc1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",33.1291,-105.566
"1229","meta1238","1","0","0","0","0","0","0","1","0","MultipleStrategies","No particle","No particle",5.88942,9.87416
"1230","mezo1235","0","0","1","1","0","0","0","0","0","ParticleOnly","Particle","Multiple",18.1442,-97.5879
"1231","mezq1235","0","1","1","0","0","0","0","1","0","MultipleStrategies","Particle","Initial",20.2274,-99.5564
"1232","miam1252","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",40,-90
"1233","mich1245","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",18.3412,-103.361
"1234","midd1327","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-6.88249,146.399126
"1235","mids1243","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",5.87893,22.4666
"1236","miga1249","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",12.2367,18.9614
"1237","miju1243","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",28.4732,97.0444
"1238","mika1239","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",26.08142,-80.90847
"1239","mikm1235","?","?","0","0","1","?","0","0","0","ParticleOnly","Particle","Other",45.9941,-65.5766
"1240","mila1245","0","0","0","1","1","0","1","0","0","MultipleStrategies","Particle","Multiple",28.5539908,95.186127
"1241","mill1237","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-31.79729,-67.569581
"1242","mina1268","?","?","?","?","?","1","1","0","0","MultipleStrategies","Particle","No particle",-0.896,100.44
"1243","mina1276","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",10.38053,13.84054
"1244","minh1238","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",35.97515,102.84406
"1245","mini1251","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-4.31803,152.005
"1246","mini1256","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-1.54535,-73.1107
"1247","miri1266","?","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",-16.3596,128.889
"1248","misi1243","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-10.6821,152.696
"1249","misk1235","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",15.1576,-84.2942
"1250","miwa1242","1","0","?","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-14.3484,126.921
"1251","mixt1426","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",16.1724,-96.2372
"1252","miya1266","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.9234,9.71505
"1253","mlab1235","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",18.5533,101.163
"1254","mlah1239","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",37.0311,41.2209
"1255","mmen1238","?","0","0","1","0","0","0","?","?","ParticleOnly","Particle","Final",6.43213,10.2541
"1256","moba1244","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",10.9496,0.159565
"1257","moch1257","?","?","?","?","?","?","?","?","0","UnknownQuestionMarking","No particle","No particle",15.4538,-92.1734
"1258","moch1259","?","1","?","?","?","?","?","?","?","WordOrderOnly","No particle","No particle",-8.01667,-79
"1259","moco1246","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-28.097,-60.4145
"1260","mode1248","1","0","0","0","0","0","0","0","1","MultipleStrategies","No particle","No particle",38.36,23.13
"1261","moha1258","0","?","?","?","1","0","0","?","?","ParticleOnly","Particle","Other",43.72,-74.66836
"1262","moii1235","?","?","?","1","?","?","?","?","?","ParticleOnly","Particle","Final",-0.96532,131.52
"1263","moke1242","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.1474,98.6765
"1264","moki1238","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",6.65651,159.776
"1265","mokl1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",8.16761,98.3176
"1266","mokp1239","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",4.24178,9.23887
"1267","moks1248","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",54.1855,42.6728
"1268","mola1238","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",44.556,-122.857
"1269","molo1266","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.7933,14.2521
"1270","moma1245","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",70.6687,130.914
"1271","mong1338","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-1.54228,20.4259
"1272","moni1237","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",13.5343,-85.1746
"1273","monn1252","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",15.49394,98.122465
"1274","mono1270","?","?","0","1","0","?","?","?","?","ParticleOnly","Particle","Final",4.57915,19.8264
"1275","mono1273","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-7.05102,155.76
"1276","mono1275","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",37.1935,-119.347
"1277","mont1268","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",49.0533,-68.7376
"1278","monz1249","0","0","0","0","0","0","0","1","0","ToneOnly","No particle","No particle",3.19008,18.5129
"1279","mopa1243","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",16.3533,-89.0673
"1280","more1259","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",18.9161,-99.1322
"1281","mori1269","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-2.2555,121.035
"1282","morm1235","?","?","0","1","0","?","?","?","0","ParticleOnly","Particle","Final",-2.87055,135.95
"1283","moro1285","1","0","1","1","0","0","0","?","?","MultipleStrategies","Particle","Multiple",10.9194,30.2138
"1284","moro1287","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-4.62361,121.824
"1285","moro1289","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-8.5692,140.688
"1286","mort1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",5.50735,153.710778
"1287","mose1249","0","0","1","1","0","0","0","0","0","ParticleOnly","Particle","Multiple",-14.64448,-67.83756
"1288","mosi1247","0","0","0","0","0","0","0","1","0","ToneOnly","No particle","No particle",-5.43471,37.1869
"1289","mota1237","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-13.835361,167.690924
"1290","motl1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-13.655015,167.706277
"1291","motu1246","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-9.67492,147.424
"1292","mouk1239","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-5.71155,149.158
"1293","moun1252","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",-9.06973,147.384
"1294","movi1243","1","0","1","0","0","0","0","0","?","MultipleStrategies","Particle","Initial",-13.8115,-65.6348
"1295","moyo1238","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",24.4793,94.3421
"1296","mpad1242","1","1","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",12.561391,14.446893
"1297","mpii1239","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",18.1717,100.21
"1298","mpot1240","1","0","0","0","0","0","0","0","?","IntonationOnly","No particle","No particle",-11.13767,34.71269
"1299","mpur1239","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-0.7489,133.166
"1300","mual1241","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",0.31083,111.077
"1301","mudu1239","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",11.062,76.5627
"1302","mudu1242","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-4.69751,149.489
"1303","mull1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-13.427,130.664
"1304","munc1235","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",20.289,94.3929
"1305","mund1320","1","0","0","1","0","0","?","0","0","MultipleStrategies","Particle","Final",23.03,85.85
"1306","mund1325","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",9.83195,14.4751
"1307","mund1326","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",4.22755,29.9967
"1308","mund1328","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",6.59969,10.2704
"1309","mund1330","1","0","0","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-8.41095,-57.691
"1310","munu1238","1","0","1","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-14.700834,126.754387
"1311","murl1244","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",6.69756,33.988
"1312","muru1266","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-28.9618,146.546
"1313","muru1274","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-1.13669,-73.8331
"1314","musa1266","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-5.37407,145.197
"1315","musg1254","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.8439,15.1065
"1316","muso1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-6.53817,146.93
"1317","muth1236","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",10.3524,76.7328
"1318","muyu1244","1","0","1","1","0","0","0","0","?","MultipleStrategies","Particle","Multiple",-9.195,152.731
"1319","mwag1236","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",9.47205,8.96522
"1320","mwan1247","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-12.5821,40.4601
"1321","mwan1250","0","0","0","1","0","0","0","?","?","ParticleOnly","Particle","Final",7.87533,-5.94577
"1322","mwer1248","0","?","?","?","?","?","?","1","?","ToneOnly","No particle","No particle",-9.75639,38.8762
"1323","nade1244","1","0","0","0","0","?","0","?","?","IntonationOnly","No particle","No particle",-1.24449,-66.3068
"1324","naka1262","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-5.59931,150.888
"1325","nalc1240","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-4.26068,139.883
"1326","nali1244","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-2.94411,151.332
"1327","nalo1235","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-10.8,165.8
"1328","nama1264","1","1","0","?","1","?","?","?","?","MultipleStrategies","Particle","Other",-25.0747,17.9767
"1329","nama1268","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-16.8979,168.569
"1330","namb1293","1","0","0","0","0","0","0","1","0","MultipleStrategies","No particle","No particle",-8.74501,141.931
"1331","namu1246","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",28.5909,101.898
"1332","nana1257","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",48.4343,134.797
"1333","nand1266","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",0.793737,35.408478
"1334","nang1262","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-10.7441,165.887
"1335","nant1250","1","0","0","0","0","?","0","?","?","IntonationOnly","No particle","No particle",-12.1018,-72.3507
"1336","nara1262","0","0","0","1","?","0","?","0","0","ParticleOnly","Particle","Final",15.3251,37.499
"1337","naro1251","1","?","?","?","?","?","?","?","?","IntonationOnly","No particle","No particle",4.42115,114.011
"1338","naru1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-34.69,137.535
"1339","natc1249","?","?","0","0","0","?","1","?","?","MorphOnly","No particle","No particle",31.75,-91.33
"1340","nati1243","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.7176,-5.19517
"1341","nati1244","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-16.468709,167.496054
"1342","natu1246","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-10.6771,165.835
"1343","naue1237","1","0","0","0","0","0","0","0","1","MultipleStrategies","No particle","No particle",-8.70733,126.741
"1344","naur1243","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-0.52957,166.922
"1345","nava1243","0","0","1","0","0","1","1","0","0","MultipleStrategies","Particle","Initial",36.33,-109.38
"1346","nawu1242","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",8.45116,0.04947
"1347","naxi1245","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",27.5,100
"1348","ncan1245","0","0","0","0","0","0","0","1","0","ToneOnly","No particle","No particle",6.50696,10.5312
"1349","ndam1239","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-8.40485,36.0271
"1350","ndam1251","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",9.79369,17.326
"1351","ndob1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",1.32539,18.6151
"1352","ndog1248","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",7.73028,27.5588
"1353","ndom1245","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-7.93553,138.019
"1354","ndun1249","?","?","1","1","0","0","0","0","0","ParticleOnly","Particle","Multiple",2.3886,21.5755
"1355","nege1240","1","?","?","?","?","?","0","0","0","IntonationOnly","No particle","No particle",2.66503,102.291
"1356","negi1245","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",52.9658,139.206
"1357","neha1247","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-4.56875,154.2
"1358","nend1239","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",-5.04271,144.886
"1359","nene1249","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",66.1775,71.0234
"1360","neng1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-21.5305,167.964
"1361","nenn1238","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-8.62183,142.032
"1362","nepa1254","1","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",28,85
"1363","nese1235","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-15.952608,167.222769
"1364","newa1246","?","?","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",27.67,85.326
"1365","nezp1238","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",46.3073,-116.408
"1366","ngaa1240","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",-25.7514,127.602
"1367","ngab1239","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",8.8251,-82.3911
"1368","ngal1292","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-13.9783,133.936
"1369","ngam1268","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",8.57051,15.414
"1370","ngan1291","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",73.1354,86.2106
"1371","ngar1283","?","0","0","0","0","?","?","1","0","ToneOnly","No particle","No particle",-17.42,134.73
"1372","ngar1284","1","0","1","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-16.4006,126.433
"1373","ngar1285","1","0","1","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-15.700055,127.452018
"1374","ngas1240","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",9.32042,9.46146
"1375","ngba1284","0","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",4,18.12
"1376","ngba1285","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",2.98887,18.994
"1377","ngeq1245","?","?","0","1","0","0","0","0","?","ParticleOnly","Particle","Final",15.6211,106.877
"1378","ngit1239","0","0","1","0","1","0","0","0","0","ParticleOnly","Particle","Multiple",1.30455,30.2242
"1379","ngom1268","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",1.45357,20.14148
"1380","ngul1236","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",8.45,137.34
"1381","ngur1261","1","?","0","0","0","?","0","?","?","IntonationOnly","No particle","No particle",-27.58,142.45
"1382","nhan1238","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-27.42523643,114.2680442
"1383","nhen1239","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",1.04503,-66.9646
"1384","nica1252","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",12.4402,-83.7386
"1385","nige1253","1","0","1","0","0","0","0","?","0","MultipleStrategies","Particle","Initial",10.9972,11.1188
"1386","niha1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",21.1886,76.3318
"1387","nila1242","1","0","?","?","?","?","?","?","?","IntonationOnly","No particle","No particle",-4.50002,34.3068
"1388","nina1238","0","0","?","?","?","?","0","?","?","UnknownQuestionMarking","No particle","No particle",4.03894,-62.7801
"1389","ning1281","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",26.91,98.94
"1390","nisg1240","0","0","0","1","0","?","0","0","0","ParticleOnly","Particle","Final",55.199,-129.192
"1391","niua1240","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-15.6014,-175.64
"1392","niue1239","1","?","0","1","1","0","0","0","?","MultipleStrategies","Particle","Multiple",-19.06,-169.86
"1393","niva1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-22.8557,-61.7606
"1394","njan1240","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",6.41,11.51
"1395","nkon1248","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",7.20316,0.3209
"1396","nkor1239","0","0","0","1","0","0","0","0","?","ParticleOnly","Particle","Final",4.57641,7.45802
"1397","noct1238","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",27.152,95.3903
"1398","noku1237","?","0","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",-14.8974,166.603
"1399","noma1260","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",4.5893,10.9157
"1400","nonu1241","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-1.25,-72.5
"1401","noon1242","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",14.792,-16.9205
"1402","noon1243","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",6.37256,10.5707
"1403","nopa1235","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",16.0954,-97.1339
"1404","nort2671","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",68.725,22.1113
"1405","nort2673","?","?","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",65.1691,30.8655
"1406","nort2684","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",14.4674,103.863
"1407","nort2690","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",40.886,69.211
"1408","nort2697","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",40.9777,46.4737
"1409","nort2699","?","?","?","?","?","?","1","0","?","MorphOnly","No particle","No particle",20.1022,78.4934
"1410","nort2701","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",12.70645,79.95209
"1411","nort2722","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",32.2766,103.192
"1412","nort2723","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",28.6626,101.305
"1413","nort2724","0","0","0","1","0","0","0","0","?","ParticleOnly","Particle","Final",26.925,99.656
"1414","nort2732","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",29.3016,109.759
"1415","nort2745","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",70.498,157.853
"1416","nort2747","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",26.6338,108.162
"1417","nort2774","1","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",3.56357,21.85251
"1418","nort2775","1","0","0","1","0","0","0","?","?","MultipleStrategies","Particle","Final",5.9503,15.2569
"1419","nort2828","1","0","0","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-0.86437,128.323
"1420","nort2836","1","0","0","0","0","0","0","0","?","IntonationOnly","No particle","No particle",-17.5774,168.375
"1421","nort2839","0","0","0","0","0","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-16.1741,168.14
"1422","nort2845","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-8.89412,-140.108
"1423","nort2847","0","?","0","0","1","0","?","?","?","ParticleOnly","Particle","Other",-19.3733,169.303
"1424","nort2864","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-3.05143,128.839
"1425","nort2877","?","?","?","?","?","?","0","0","?","UnknownQuestionMarking","No particle","No particle",17.1057,120.786
"1426","nort2885","?","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",8.5232,123.588
"1427","nort2930","1","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",-7.39215,144.667
"1428","nort2938","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",54.004532,-132.079257
"1429","nort2942","1","0","1","0","1","0","0","1","0","MultipleStrategies","Particle","Multiple",63.2671,-123.641
"1430","nort2951","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",39.6721,-121.368
"1431","nort2952","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",40.4102,-120.645
"1432","nort2954","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",40.0799,-119.536
"1433","nort2957","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",20.1356,-97.9814
"1434","nort2959","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",26.4348,-107.379
"1435","nort2961","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",51.6192,-87.7862
"1436","nort2972","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",7.12761,-77.574
"1437","nort2980","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-11.2132,-75.8128
"1438","nort2994","?","?","0","1","0","?","?","?","?","ParticleOnly","Particle","Final",12.1967,108.849
"1439","nort3047","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.6755,14.219
"1440","nort3139","1","0","1","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",34.1709,36.0468
"1441","nort3298","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",26.91,98.94
